Variable Name,context,Item_content,Responses,Domain,Sub-Domain,min_response,max_response,order
EDDEP24,In the past 7 days,I felt like being alone,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP25,In the past 7 days,I had bad dreams that upset me,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP26,In the past 7 days,I felt disappointed in myself,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP27,In the past 7 days,I felt that I was not needed,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP28,In the past 7 days,I felt lonely,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP29,In the past 7 days,I felt depressed,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP30,In the past 7 days,I had trouble making decisions,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP31,In the past 7 days,I felt discouraged about the future,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP32,In the past 7 days,I wished I were dead and away from it all,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP33,In the past 7 days,I thought about suicide,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP34,In the past 7 days,I had crying spells,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP35,In the past 7 days,I found that things in my life were overwhelming,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP36,In the past 7 days,I felt unhappy,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP37,In the past 7 days,I was unable to do many of my usual activities,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP38,In the past 7 days,I felt unloved,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP39,In the past 7 days,I felt I had no reason for living,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP40,In the past 7 days,I felt that others would be better off if I were dead,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP41,In the past 7 days,I felt hopeless,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP42,In the past 7 days,I felt ignored by people,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP43,In the past 7 days,I felt slowed down,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP44,In the past 7 days,I felt upset for no reason,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP45,In the past 7 days,I felt that nothing was interesting,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP46,In the past 7 days,I felt pessimistic,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP47,In the past 7 days,I had trouble keeping my mind on what I was doing,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP48,In the past 7 days,I felt that my life was empty,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP49,In the past 7 days,I lost weight without trying,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Emotional Distress,Depression Items,1,5,0.0
EDDEP50,In the past 7 days,I felt guilty,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP51,In the past 7 days,I lost interest in my appearance,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP52,In the past 7 days,I had trouble thinking clearly,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP53,In the past 7 days,I had little desire to eat,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP54,In the past 7 days,I felt emotionally exhausted,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP55,In the past 7 days,I felt like I needed help for my depression,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
EDDEP56,In the past 7 days,I had trouble enjoying things that I used to enjoy,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Depression Items,1,5,0.0
FATEXP1,In the past 7 days,How often did the level of your fatigue change from day to day?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP2,In the past 7 days,How often did you feel run-down?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP3,In the past 7 days,How often did you feel energetic when you woke up?,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP4,In the past 7 days,How often were you bushed?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP5,In the past 7 days,How often did you experience extreme exhaustion?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP6,In the past 7 days,How often did you feel tired even when you hadn't done anything?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP7,In the past 7 days,How often did you feel your fatigue was beyond your control?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP8,In the past 7 days,On how many days were you fatigued?,1 = None 2 = 1 day 3 = 2-3 days 4 = 4-5 days 5 = 6-7 days,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP9,In the past 7 days,On how many days did you wake up feeling exhausted?,1 = None 2 = 1 day 3 = 2-3 days 4 = 4-5 days 5 = 6-7 days,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP10,In the past 7 days,On how many days was your fatigue worse in the afternoon?,1 = None 2 = 1 day 3 = 2-3 days 4 = 4-5 days 5 = 6-7 days,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP11,In the past 7 days,How much physical energy did you have on average?,5 = None 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP12,In the past 7 days,To what degree did you feel tired even when you hadn't done anything?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP13,In the past 7 days,How bushed were you on average?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP14,In the past 7 days,How worn out did you feel on average?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP15,In the past 7 days,How often did you feel refreshed after waking up?,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP16,In the past 7 days,How often were you sluggish?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP17,In the past 7 days,How often were you emotionally exhausted?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP18,In the past 7 days,How often did you run out of energy?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP19,In the past 7 days,How often were you physically drained?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP20,In the past 7 days,How often did you feel tired?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP21,In the past 7 days,How fatigued were you when your fatigue was at its worst?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP22,In the past 7 days,How often were you bothered by your fatigue?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP23,In the past 7 days,How often did you have enough energy to enjoy life?,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP24,In the past 7 days,How often did you have enough energy to enjoy the things you do for fun?,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP25,In the past 7 days,How often did you have enough energy to get through the day without resting?,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP26,In the past 7 days,How often were you too tired to enjoy life?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP27,In the past 7 days,How often were you so tired that you needed to rest during the day?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP28,In the past 7 days,How often were you too tired to feel happy?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP29,In the past 7 days,How often did you feel totally drained?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP30,In the past 7 days,How often did you know when your fatigue was going to occur during the day?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP31,In the past 7 days,How often were you energetic?,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP32,In the past 7 days,How often did you feel worn out?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP33,In the past 7 days,How emotionally exhausted were you on average?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP34,In the past 7 days,How tired did you feel on average?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP35,In the past 7 days,How much were you bothered by your fatigue on average?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP36,In the past 7 days,How exhausted were you on average?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP37,In the past 7 days,How energetic did you feel when you woke up?,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP38,In the past 7 days,How fatigued were you on the day you felt most fatigued?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP39,In the past 7 days,To what degree did you know when your fatigue was going to occur during the day?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP40,In the past 7 days,How fatigued were you on average?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP41,In the past 7 days,How run-down did you feel on average?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP42,In the past 7 days,How much mental energy did you have on average?,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP43,In the past 7 days,How physically drained were you on average?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP44,In the past 7 days,How energetic were you on average?,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP45,In the past 7 days,How sluggish were you on average?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP46,In the past 7 days,On how many days was your fatigue worse in the morning?,1 = None 2 = 1 day 3 = 2-3 days 4 = 4-5 days 5 = 6-7 days,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP47,In the past 7 days,On how many days were you wiped out?,1 = None 2 = 1 day 3 = 2-3 days 4 = 4-5 days 5 = 6-7 days,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP48,In the past 7 days,How often did you find yourself getting tired easily?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP49,In the past 7 days,How often did you think about your fatigue?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP50,In the past 7 days,How fatigued were you on the day you felt least fatigued?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP51,In the past 7 days,How easily did you find yourself getting tired on average?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP52,In the past 7 days,How wiped out were you on average?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP53,In the past 7 days,How refreshed did you feel after waking up?,5 = Not at all 4 = A little bit 3 = Somewhat 2 = Quite a bit 1 = Very much,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP54,In the past 7 days,How often did you have physical energy?,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP55,In the past 7 days,How often were you exhausted?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Experience Items,1,5,0.0
FATEXP56,In the past 7 days,What was the level of your fatigue on most days?,1 = None 2 = Mild 3 = Moderate 4 = Severe 5 = Very Severe,Fatigue,Fatigue Experience Items,1,5,0.0
FATIMP1,In the past 7 days,To what degree did you have to push yourself to get things done because of your fatigue?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP2,In the past 7 days,To what degree did your fatigue make you feel slowed down in your thinking?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP3,In the past 7 days,How often did you have to push yourself to get things done because of your fatigue?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP4,In the past 7 days,How often did your fatigue interfere with your social activities?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP5,In the past 7 days,How often were you less effective at work due to your fatigue (include work at home)?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP6,In the past 7 days,How often did your fatigue make you feel slowed down in your thinking?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP7,In the past 7 days,How often were you too tired to eat?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP8,In the past 7 days,How often were you too tired to watch television?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP9,In the past 7 days,How often did your fatigue make it difficult to plan activities ahead of time?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP10,In the past 7 days,How often did your fatigue make it difficult to start anything new?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP11,In the past 7 days,How often did your fatigue make you more forgetful?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP12,In the past 7 days,How often did your fatigue interfere with your physical functioning?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP13,In the past 7 days,How often were you too tired to do errands?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP14,In the past 7 days,How often did your fatigue make it difficult to organize your thoughts when doing things at work (include work at home)?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP15,In the past 7 days,How often did your fatigue interfere with your ability to engage in recreational activities?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP16,In the past 7 days,How often did you have trouble finishing things because of your fatigue?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP17,In the past 7 days,How often did your fatigue make it difficult to make decisions?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP18,In the past 7 days,How often did you have to limit your social activities because of your fatigue?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP19,In the past 7 days,How often were you too tired to do your household chores?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP20,In the past 7 days,How often did your fatigue make you feel less alert?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP21,In the past 7 days,How often were you too tired to take a bath or shower?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP22,In the past 7 days,How often did your fatigue make it difficult to organize your thoughts when doing things at home?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP23,In the past 7 days,How often did you have enough energy to concentrate?,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP24,In the past 7 days,How often did you have trouble starting things because of your fatigue?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP25,In the past 7 days,How often was it an effort to carry on a conversation because of your fatigue?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP26,In the past 7 days,How often were you too tired to socialize with your family?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP27,In the past 7 days,To what degree did you have trouble starting things because of your fatigue?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP28,In the past 7 days,How hard was it for you to carry on a conversation because of your fatigue?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP29,In the past 7 days,How often were you too tired to leave the house?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP30,In the past 7 days,How often were you too tired to think clearly?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP31,In the past 7 days,How often did you need to rest during the day?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP32,In the past 7 days,How often did you have enough energy to do the things you wanted to do?,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP33,In the past 7 days,How often did your fatigue limit you at work (include work at home)?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP34,In the past 7 days,To what degree did you have to limit your social activities because of your fatigue?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP35,In the past 7 days,To what degree did your fatigue make it difficult to organize your thoughts when doing things at home?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP36,In the past 7 days,To what degree did your fatigue make it difficult to start anything new?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP37,In the past 7 days,Due to your fatigue were you less effective at work (include work at home)?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP38,In the past 7 days,To what degree did your fatigue make it difficult to make decisions?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP39,In the past 7 days,How often were you too tired to read?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP40,In the past 7 days,How often did you have enough energy to exercise strenuously?,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP41,In the past 7 days,How often did you have enough energy to exercise moderately?,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP42,In the past 7 days,How often were you less effective at home due to your fatigue?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP43,In the past 7 days,To what degree did your fatigue make it difficult to organize your thoughts when doing things at work (include work at home)?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP44,In the past 7 days,To what degree did your fatigue make you more forgetful?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP45,In the past 7 days,To what degree did your fatigue interfere with your ability to engage in recreational activities?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP46,In the past 7 days,How much did your fatigue limit you at work (include work at home)?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP47,In the past 7 days,To what degree did you have to force yourself to get up and do things because of your fatigue?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP48,In the past 7 days,To what degree did your fatigue interfere with your social activities?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP49,In the past 7 days,To what degree did your fatigue interfere with your physical functioning?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP50,In the past 7 days,Did fatigue make you less effective at home?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP51,In the past 7 days,To what degree did you have trouble finishing things because of your fatigue?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP52,In the past 7 days,To what degree did your fatigue make you feel less alert?,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP53,In the past 7 days,How often were you too tired to take a short walk?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP54,In the past 7 days,How often did you have enough energy to read?,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP55,In the past 7 days,How often did you have to force yourself to get up and do things because of your fatigue?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
FATIMP56,In the past 7 days,How often were you too tired to socialize with your friends?,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Fatigue,Fatigue Impact Items,1,5,0.0
PAINBE1,In the past 7 days,When I was in pain I walked with a limp or distorted gait,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE2,In the past 7 days,When I was in pain I became irritable,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE3,In the past 7 days,When I was in pain I grimaced,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE4,In the past 7 days,When I was in pain I took medication for the pain,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
PAINBE5,In the past 7 days,When I was in pain I talked about the pain,1 = Had no pain 2 = Never 3 = Rarely 4 = Sometimes 5 = Often 6 = Always,Pain,Behavior Items,1,6,0.0
